Datetime,Close,High,Low,Open,Volume
2024-01-01 00:00:00+00:00,0.0020456244237720966,0.0020985843148082495,0.0020456244237720966,0.0020845814142376184,0
2024-01-01 01:00:00+00:00,0.001991111086681485,0.0020434109028428793,0.0019867862574756145,0.0020434109028428793,0
2024-01-01 02:00:00+00:00,0.0020802407525479794,0.002135678892955184,0.0019898556638509035,0.0019898556638509035,0
2024-01-01 03:00:00+00:00,0.0020778269972652197,0.002127980347722769,0.002070206915959716,0.0021132738329470158,0
2024-01-01 04:00:00+00:00,0.002111065434291959,0.0021290520671755075,0.002082864986732602,0.002082864986732602,0
2024-01-01 05:00:00+00:00,0.002112064976245165,0.002129767555743456,0.002077118493616581,0.002129767555743456,0
2024-01-01 06:00:00+00:00,0.002104891464114189,0.0021271684672683477,0.0020833793096244335,0.0021183195058256388,0
2024-01-01 07:00:00+00:00,0.002112566027790308,0.0021240594796836376,0.0020930906757712364,0.0021240594796836376,0
2024-01-01 08:00:00+00:00,0.0021084011532366276,0.0021226664539426565,0.0020799192134290934,0.0020979673136025667,0
2024-01-01 09:00:00+00:00,0.0020817306358367205,0.0021468265913426876,0.0020817306358367205,0.0021468265913426876,0
2024-01-01 10:00:00+00:00,0.0021000744309276342,0.0021233297884464264,0.002067201305180788,0.002089068992063403,0
2024-01-01 11:00:00+00:00,0.0020852501038461924,0.0021063601598143578,0.0020734602585434914,0.002093179617077112,0
2024-01-01 12:00:00+00:00,0.0020931626204401255,0.002113094087690115,0.002077255630865693,0.0020901381503790617,0
2024-01-01 13:00:00+00:00,0.0021013880614191294,0.002124061807990074,0.002091900212690234,0.0021126349456608295,0
2024-01-01 14:00:00+00:00,0.0021035305690020323,0.002117814728990197,0.00208571320399642,0.002117814728990197,0
2024-01-01 15:00:00+00:00,0.002084161154925823,0.0021258294582366943,0.002084161154925823,0.0020924825221300125,0
2024-01-01 16:00:00+00:00,0.0021253819577395916,0.002130683744326234,0.0020863490644842386,0.0020998541731387377,0
2024-01-01 17:00:00+00:00,0.0020970208570361137,0.002130090957507491,0.0020970208570361137,0.002130090957507491,70
2024-01-01 18:00:00+00:00,0.0021041827276349068,0.002132989466190338,0.0020979309920221567,0.002109062159433961,0
2024-01-01 19:00:00+00:00,0.00212237611413002,0.002127984771504998,0.0020989293698221445,0.0021061734296381474,0
