timestamp,open,high,low,close,volume
2025-03-01 00:00:00,588.07,589.93,586.58,586.81,9608.769
2025-03-01 01:00:00,586.8,595.31,586.4,593.91,11395.444
2025-03-01 02:00:00,593.91,598.88,590.83,593.94,25564.553
2025-03-01 03:00:00,593.95,594.65,591.2,591.9,12341.302
2025-03-01 04:00:00,591.9,596.28,591.71,595.26,13554.894
2025-03-01 05:00:00,595.26,596.77,592.83,595.2,17481.193
2025-03-01 06:00:00,595.2,597.29,595.0,595.63,12516.669
2025-03-01 07:00:00,595.63,596.79,595.0,595.82,12029.514
2025-03-01 08:00:00,595.82,596.5,595.0,595.4,10056.758
2025-03-01 09:00:00,595.4,596.57,595.0,596.5,14767.447
2025-03-01 10:00:00,596.5,596.5,595.0,595.06,17082.532
2025-03-01 11:00:00,595.05,595.23,591.56,591.64,18445.993
2025-03-01 12:00:00,591.64,596.8,591.07,596.8,5883.044
2025-03-01 13:00:00,596.8,599.96,593.9,595.04,17925.989
2025-03-01 14:00:00,595.05,602.67,594.89,599.62,20187.388
2025-03-01 15:00:00,599.62,605.2,598.17,604.61,13844.117
2025-03-01 16:00:00,604.6,609.24,602.91,606.63,14762.217
2025-03-01 17:00:00,606.63,609.1,605.07,605.96,8439.85
2025-03-01 18:00:00,605.95,608.21,603.84,604.51,8630.213
2025-03-01 19:00:00,604.51,606.27,603.3,605.1,7551.415
2025-03-01 20:00:00,605.09,605.53,604.0,605.19,3573.817
2025-03-01 21:00:00,605.2,609.29,604.3,608.43,4318.052
2025-03-01 22:00:00,608.43,609.48,606.09,606.2,5881.031
2025-03-01 23:00:00,606.19,608.24,604.46,607.93,6412.155
2025-03-02 00:00:00,607.94,611.28,607.21,610.38,7078.42
2025-03-02 01:00:00,610.38,610.8,607.7,609.88,5240.531
2025-03-02 02:00:00,609.87,611.31,605.76,606.96,8555.519
2025-03-02 03:00:00,606.96,608.84,606.54,607.19,4114.977
2025-03-02 04:00:00,607.19,609.5,607.16,608.99,2725.422
2025-03-02 05:00:00,608.99,610.51,608.01,608.44,3707.484
2025-03-02 06:00:00,608.43,611.8,607.4,610.0,6320.153
2025-03-02 07:00:00,610.0,611.27,609.79,610.43,3144.193
2025-03-02 08:00:00,610.44,610.54,607.75,607.92,6393.493
2025-03-02 09:00:00,607.92,611.14,606.84,608.9,8305.364
2025-03-02 10:00:00,608.91,610.26,608.01,609.1,4073.227
2025-03-02 11:00:00,609.11,609.57,607.8,608.21,6539.916
2025-03-02 12:00:00,608.22,608.84,606.26,608.69,4964.634
2025-03-02 13:00:00,608.7,608.7,604.84,605.92,5925.566
2025-03-02 14:00:00,605.92,606.23,601.5,603.23,8834.192
2025-03-02 15:00:00,603.24,618.9,602.6,613.55,58613.902
2025-03-02 16:00:00,613.55,632.24,612.35,626.7,124499.152
2025-03-02 17:00:00,626.7,635.01,620.21,631.01,79595.691
2025-03-02 18:00:00,631.01,632.64,623.76,627.93,27097.528
2025-03-02 19:00:00,627.92,628.45,624.22,625.62,17348.332
2025-03-02 20:00:00,625.62,627.16,617.96,618.05,19258.799
2025-03-02 21:00:00,618.04,620.79,615.03,620.41,23032.173
2025-03-02 22:00:00,620.4,624.38,618.34,623.24,15071.712
2025-03-02 23:00:00,623.24,626.19,622.0,623.94,18628.85
2025-03-03 00:00:00,623.94,624.36,618.85,620.23,17043.715
2025-03-03 01:00:00,620.23,622.59,615.03,615.04,21411.69
2025-03-03 02:00:00,615.04,615.41,608.71,614.44,41134.843
2025-03-03 03:00:00,614.44,615.54,607.67,611.07,20178.175
2025-03-03 04:00:00,611.06,613.0,610.1,613.0,7045.059
2025-03-03 05:00:00,613.0,613.9,610.84,611.79,9937.269
2025-03-03 06:00:00,611.8,611.8,599.0,601.78,24105.679
2025-03-03 07:00:00,601.78,608.93,597.73,607.75,27439.665
2025-03-03 08:00:00,607.75,607.77,595.47,598.56,23730.308
2025-03-03 09:00:00,598.56,601.29,596.3,600.15,16681.183
2025-03-03 10:00:00,600.1,604.34,599.7,604.24,12048.336
2025-03-03 11:00:00,604.23,604.86,602.36,603.27,6311.525
2025-03-03 12:00:00,603.26,605.68,602.71,605.39,8019.66
2025-03-03 13:00:00,605.4,607.92,604.46,607.4,7259.595
2025-03-03 14:00:00,607.4,607.4,585.31,588.3,36751.051
2025-03-03 15:00:00,588.3,597.24,587.76,591.83,38491.535
2025-03-03 16:00:00,591.84,595.7,589.42,595.07,14213.669
2025-03-03 17:00:00,595.07,597.8,592.88,594.49,8505.085
2025-03-03 18:00:00,594.48,594.8,578.7,583.11,46383.959
2025-03-03 19:00:00,583.11,585.66,571.43,573.17,48793.5
2025-03-03 20:00:00,573.17,577.4,568.55,574.74,32364.387
2025-03-03 21:00:00,574.73,577.6,567.5,568.69,11380.048
2025-03-03 22:00:00,568.7,579.8,568.7,578.41,9462.658
2025-03-03 23:00:00,578.4,579.2,575.0,576.1,9257.285
2025-03-04 00:00:00,576.09,580.44,571.6,571.94,24770.156
2025-03-04 01:00:00,571.94,573.0,553.19,555.89,58009.236
2025-03-04 02:00:00,555.89,562.66,546.83,558.94,60726.802
2025-03-04 03:00:00,558.93,564.55,556.9,560.69,22620.918
2025-03-04 04:00:00,560.69,562.6,559.0,559.91,14406.317
2025-03-04 05:00:00,559.93,567.22,559.48,566.62,12217.949
2025-03-04 06:00:00,566.63,567.73,562.28,564.32,9604.738
2025-03-04 07:00:00,564.32,565.66,561.5,564.91,11101.009
2025-03-04 08:00:00,564.91,568.54,563.4,567.84,9951.53
